bulan,periode,stok,cuaca,penjualan
Januari,8671,104,Hujan,148
September,8672,303,Mendung,146
Oktober,8673,157,Mendung,155
Agustus,8674,226,Hujan,141
Oktober,8675,203,Hujan,179
Desember,8676,141,Cerah,112
September,8677,271,Hujan,185
Februari,8678,331,Cerah,119
Maret,8679,202,Mendung,79
Juli,8680,289,Hujan,180
September,8681,345,Cerah,181
Agustus,8682,342,Cerah,200
September,8683,178,Mendung,162
Februari,8684,189,Mendung,185
Desember,8685,239,Mendung,167
Agustus,8686,138,Cerah,216
Juli,8687,179,Cerah,118
Maret,8688,117,Cerah,151
Februari,8689,155,Hujan,193
Juni,8690,273,Hujan,108
Desember,8691,325,Cerah,218
Maret,8692,237,Mendung,90
November,8693,273,Mendung,130
Oktober,8694,166,Hujan,129
Januari,8695,192,Hujan,110
Februari,8696,137,Mendung,190
Februari,8697,321,Hujan,195
Februari,8698,191,Mendung,146
Mei,8699,306,Mendung,105
Mei,8700,272,Mendung,102
Maret,8701,305,Cerah,101
Januari,8702,340,Hujan,177
September,8703,143,Hujan,91
Oktober,8704,184,Cerah,190
September,8705,257,Mendung,129
Desember,8706,276,Hujan,125
November,8707,149,Mendung,95
Oktober,8708,291,Hujan,149
November,8709,174,Hujan,181
Januari,8710,245,Cerah,100
Juli,8711,201,Hujan,112
April,8712,173,Cerah,168
April,8713,331,Hujan,131
November,8714,155,Mendung,181
Oktober,8715,145,Mendung,78
Desember,8716,173,Hujan,217
Mei,8717,238,Hujan,162
April,8718,341,Hujan,194
April,8719,162,Mendung,183
Mei,8720,304,Mendung,92
Juli,8721,147,Hujan,125
Oktober,8722,139,Cerah,216
November,8723,219,Cerah,106
Oktober,8724,293,Hujan,184
April,8725,113,Hujan,126
Desember,8726,171,Mendung,155
Mei,8727,307,Hujan,188
Maret,8728,168,Mendung,96
Juni,8729,232,Hujan,164
Maret,8730,335,Hujan,100
Juli,8731,127,Mendung,95
Maret,8732,113,Mendung,153
Juni,8733,264,Mendung,159
Desember,8734,240,Mendung,179
Mei,8735,190,Cerah,150
Juli,8736,240,Hujan,214
Mei,8737,309,Cerah,109
April,8738,228,Cerah,150
Juni,8739,153,Cerah,218
Mei,8740,313,Hujan,112
Oktober,8741,324,Hujan,168
April,8742,268,Cerah,157
April,8743,105,Cerah,187
Desember,8744,236,Mendung,125
Januari,8745,116,Mendung,213
Juli,8746,286,Hujan,145
Juli,8747,302,Cerah,171
April,8748,278,Hujan,155
Juli,8749,199,Hujan,95
Maret,8750,258,Mendung,155
Juni,8751,326,Cerah,216
Desember,8752,283,Hujan,176
Juli,8753,307,Mendung,185
Oktober,8754,252,Mendung,167
Januari,8755,228,Hujan,179
Februari,8756,320,Mendung,185
Maret,8757,111,Cerah,146
September,8758,248,Mendung,102
Desember,8759,162,Hujan,162
Juni,8760,227,Cerah,172
September,8761,135,Mendung,174
Juni,8762,150,Hujan,146
November,8763,327,Hujan,199
Desember,8764,322,Mendung,205
Mei,8765,314,Cerah,89
April,8766,337,Cerah,106
September,8767,240,Cerah,102
Juni,8768,156,Hujan,74
Mei,8769,298,Mendung,164
Desember,8770,312,Hujan,201
September,8771,160,Mendung,191
Maret,8772,288,Hujan,109
April,8773,170,Hujan,155
Februari,8774,203,Hujan,216
September,8775,154,Cerah,74
Agustus,8776,340,Mendung,99
Maret,8777,232,Hujan,138
November,8778,203,Hujan,136
Agustus,8779,236,Cerah,136
Mei,8780,149,Mendung,213
April,8781,273,Hujan,100
November,8782,158,Mendung,173
April,8783,130,Mendung,172
November,8784,319,Cerah,175
Desember,8785,193,Mendung,124
Oktober,8786,186,Hujan,112
November,8787,261,Mendung,159
Desember,8788,271,Hujan,219
September,8789,252,Hujan,124
Mei,8790,154,Cerah,130
Januari,8791,265,Cerah,203
Juni,8792,317,Mendung,185
Oktober,8793,324,Mendung,134
Oktober,8794,313,Cerah,114
Januari,8795,292,Cerah,105
Juni,8796,298,Mendung,107
April,8797,193,Mendung,176
Juli,8798,286,Cerah,138
Januari,8799,188,Mendung,82
Agustus,8800,229,Mendung,86
April,8801,320,Cerah,178
Desember,8802,296,Hujan,105
Oktober,8803,142,Mendung,208
Juni,8804,230,Hujan,200
Juli,8805,314,Hujan,202
April,8806,173,Mendung,102
Maret,8807,148,Hujan,196
Januari,8808,345,Hujan,132
September,8809,135,Hujan,204
November,8810,138,Mendung,78
November,8811,228,Hujan,115
Maret,8812,286,Hujan,147
Desember,8813,202,Mendung,77
Maret,8814,274,Cerah,202
November,8815,289,Hujan,100
Oktober,8816,114,Mendung,77
Desember,8817,336,Hujan,144
November,8818,222,Cerah,106
Mei,8819,238,Hujan,126
Desember,8820,139,Cerah,164
Agustus,8821,260,Cerah,218
Maret,8822,213,Mendung,205
Desember,8823,175,Cerah,84
September,8824,268,Cerah,97
September,8825,180,Mendung,126
April,8826,255,Hujan,197
Juni,8827,286,Hujan,78
November,8828,275,Mendung,106
November,8829,130,Cerah,213
November,8830,325,Cerah,211
Mei,8831,102,Hujan,143
April,8832,253,Mendung,72
Maret,8833,228,Hujan,155
Agustus,8834,257,Hujan,134
Oktober,8835,102,Mendung,207
September,8836,201,Mendung,178
September,8837,122,Hujan,85
November,8838,194,Cerah,160
Januari,8839,156,Hujan,211
Januari,8840,246,Mendung,122
Juli,8841,123,Mendung,87
Februari,8842,142,Hujan,150
September,8843,318,Hujan,109
Januari,8844,232,Hujan,192
November,8845,290,Cerah,164
Februari,8846,116,Mendung,93
Januari,8847,295,Hujan,201
Mei,8848,191,Hujan,78
April,8849,211,Cerah,203
Maret,8850,321,Cerah,185
Juni,8851,343,Cerah,191
Februari,8852,160,Hujan,183
Maret,8853,340,Mendung,102
Mei,8854,142,Mendung,169
September,8855,230,Hujan,210
Juni,8856,219,Hujan,103
Desember,8857,331,Hujan,74
Februari,8858,191,Hujan,71
Juli,8859,120,Cerah,86
Januari,8860,161,Mendung,129
April,8861,304,Hujan,118
Maret,8862,251,Mendung,171
April,8863,269,Mendung,173
Mei,8864,104,Mendung,90
November,8865,213,Cerah,164
Juni,8866,173,Mendung,186
Juni,8867,277,Mendung,76
April,8868,210,Hujan,72
April,8869,104,Cerah,148
Desember,8870,263,Cerah,189
April,8871,173,Mendung,193
September,8872,170,Hujan,134
Januari,8873,175,Hujan,150
Mei,8874,181,Hujan,112
Oktober,8875,203,Mendung,203
April,8876,249,Cerah,199
Juli,8877,267,Cerah,96
Desember,8878,109,Mendung,148
Maret,8879,260,Cerah,121
April,8880,348,Hujan,77
Mei,8881,280,Mendung,135
September,8882,306,Hujan,85
Februari,8883,155,Cerah,155
Desember,8884,155,Mendung,112
Juli,8885,211,Hujan,159
Juni,8886,104,Hujan,116
September,8887,205,Hujan,153
September,8888,141,Cerah,187
Maret,8889,129,Mendung,180
Februari,8890,147,Hujan,91
Februari,8891,345,Cerah,200
Juni,8892,234,Mendung,176
November,8893,260,Hujan,188
Oktober,8894,333,Cerah,202
Juni,8895,309,Hujan,215
Oktober,8896,268,Mendung,162
Juni,8897,238,Mendung,175
Juli,8898,252,Mendung,99
Desember,8899,303,Mendung,142
September,8900,137,Hujan,168
Agustus,8901,275,Hujan,153
Agustus,8902,281,Mendung,166
Juni,8903,211,Cerah,139
Juli,8904,177,Hujan,98
Mei,8905,268,Hujan,77
Januari,8906,207,Cerah,146
Desember,8907,175,Cerah,89
September,8908,132,Hujan,197
Januari,8909,106,Hujan,217
Juli,8910,333,Mendung,190
Oktober,8911,132,Cerah,214
April,8912,120,Hujan,166
Mei,8913,266,Cerah,176
Juni,8914,160,Mendung,136
April,8915,310,Cerah,79
Juli,8916,210,Cerah,181
April,8917,201,Cerah,208
Januari,8918,279,Cerah,139
Januari,8919,134,Cerah,201
April,8920,137,Cerah,193
September,8921,292,Mendung,172
Juni,8922,180,Hujan,204
November,8923,105,Hujan,168
Mei,8924,230,Hujan,112
April,8925,233,Mendung,157
Juni,8926,158,Mendung,111
Februari,8927,207,Mendung,143
Januari,8928,245,Cerah,114
Juni,8929,197,Hujan,88
November,8930,316,Cerah,115
Oktober,8931,209,Mendung,125
Agustus,8932,292,Hujan,100
November,8933,179,Cerah,207
Mei,8934,210,Hujan,148
April,8935,339,Hujan,192
Juni,8936,154,Mendung,139
September,8937,325,Cerah,163
Agustus,8938,279,Cerah,179
Februari,8939,310,Cerah,194
Agustus,8940,223,Mendung,164
Juli,8941,160,Cerah,122
Agustus,8942,337,Cerah,186
Juni,8943,236,Hujan,149
April,8944,228,Hujan,170
Maret,8945,162,Mendung,162
Oktober,8946,268,Cerah,131
Februari,8947,105,Mendung,71
Juli,8948,187,Mendung,76
Juli,8949,209,Mendung,109
Maret,8950,118,Cerah,219
Januari,8951,119,Hujan,187
Maret,8952,213,Hujan,199
September,8953,305,Mendung,106
Maret,8954,105,Mendung,205
Mei,8955,129,Mendung,162
Maret,8956,249,Cerah,102
Juni,8957,182,Mendung,123
November,8958,157,Mendung,93
Maret,8959,205,Hujan,187
November,8960,331,Cerah,140
April,8961,178,Hujan,128
Oktober,8962,194,Hujan,180
April,8963,284,Hujan,213
Maret,8964,203,Hujan,147
Oktober,8965,280,Cerah,79
April,8966,140,Hujan,124
Agustus,8967,235,Mendung,214
Oktober,8968,191,Mendung,85
November,8969,111,Hujan,134
Oktober,8970,282,Hujan,131
Agustus,8971,239,Hujan,179
Juli,8972,158,Hujan,163
Oktober,8973,111,Hujan,139
April,8974,253,Mendung,86
Agustus,8975,138,Mendung,218
November,8976,230,Mendung,106
April,8977,215,Hujan,93
Juli,8978,227,Mendung,206
Februari,8979,294,Hujan,185
Agustus,8980,136,Mendung,178
April,8981,160,Cerah,125
Oktober,8982,229,Hujan,143
Agustus,8983,177,Cerah,131
Maret,8984,123,Mendung,175
Juni,8985,155,Hujan,148
November,8986,120,Cerah,78
September,8987,152,Cerah,213
April,8988,108,Mendung,142
Juli,8989,240,Hujan,119
Maret,8990,265,Mendung,76
Februari,8991,329,Mendung,124
Januari,8992,216,Cerah,153
November,8993,158,Hujan,87
Januari,8994,261,Hujan,180
April,8995,162,Hujan,71
Februari,8996,213,Hujan,140
Februari,8997,227,Cerah,132
Agustus,8998,347,Cerah,137
April,8999,312,Mendung,123
Oktober,9000,194,Cerah,191
September,9001,155,Hujan,149
November,9002,138,Hujan,77
Agustus,9003,132,Hujan,77
Desember,9004,335,Mendung,197
November,9005,199,Cerah,191
September,9006,295,Mendung,187
Maret,9007,258,Mendung,103
September,9008,293,Cerah,193
Januari,9009,259,Mendung,80
Juli,9010,275,Hujan,75
April,9011,237,Cerah,158
April,9012,328,Mendung,133
November,9013,185,Mendung,111
Maret,9014,154,Hujan,74
Oktober,9015,240,Mendung,162
November,9016,260,Hujan,127
Januari,9017,185,Hujan,185
Maret,9018,141,Cerah,180
Juli,9019,221,Mendung,131
Mei,9020,101,Cerah,173
April,9021,117,Mendung,112
Oktober,9022,113,Cerah,126
Januari,9023,188,Mendung,192
Maret,9024,224,Hujan,204
Juli,9025,149,Hujan,108
Agustus,9026,339,Hujan,204
Agustus,9027,150,Hujan,215
Juni,9028,185,Mendung,135
Mei,9029,344,Mendung,147
November,9030,126,Cerah,157
Desember,9031,194,Hujan,156
Desember,9032,300,Cerah,188
Juli,9033,155,Cerah,84
September,9034,317,Cerah,160
Februari,9035,218,Hujan,150
Oktober,9036,335,Mendung,179
November,9037,276,Hujan,174
Juni,9038,220,Cerah,196
Agustus,9039,117,Mendung,71
Oktober,9040,342,Hujan,170
Februari,9041,200,Cerah,94
Maret,9042,313,Hujan,101
Juli,9043,172,Hujan,102
Januari,9044,108,Cerah,87
November,9045,222,Cerah,93
Desember,9046,254,Cerah,80
Maret,9047,293,Mendung,99
Februari,9048,170,Hujan,81
Oktober,9049,319,Hujan,123
Oktober,9050,260,Mendung,174
Februari,9051,285,Cerah,154
Februari,9052,234,Cerah,202
Juli,9053,117,Hujan,214
Januari,9054,151,Hujan,84
April,9055,303,Cerah,203
Agustus,9056,138,Hujan,119
Agustus,9057,304,Cerah,180
Januari,9058,266,Hujan,101
November,9059,109,Hujan,161
Desember,9060,108,Mendung,179
Februari,9061,150,Mendung,214
September,9062,336,Mendung,137
Juli,9063,127,Mendung,146
September,9064,294,Mendung,219
Februari,9065,286,Hujan,157
Agustus,9066,176,Hujan,152
Februari,9067,200,Cerah,175
Januari,9068,269,Mendung,130
November,9069,217,Hujan,72
Oktober,9070,308,Mendung,141
Mei,9071,143,Hujan,70
April,9072,332,Mendung,105
Desember,9073,323,Cerah,171
November,9074,145,Mendung,160
Mei,9075,312,Hujan,122
Oktober,9076,103,Cerah,145
September,9077,210,Hujan,196
Agustus,9078,245,Hujan,204
Februari,9079,241,Mendung,215
Agustus,9080,118,Mendung,180
Juni,9081,201,Mendung,152
September,9082,203,Cerah,143
Mei,9083,104,Mendung,77
Mei,9084,324,Hujan,119
Maret,9085,341,Cerah,70
November,9086,113,Hujan,145
November,9087,114,Cerah,80
Juli,9088,140,Cerah,99
April,9089,149,Cerah,196
Desember,9090,322,Mendung,182
Maret,9091,148,Cerah,106
April,9092,234,Hujan,175
April,9093,346,Cerah,155
April,9094,289,Mendung,197
Mei,9095,103,Hujan,89
Desember,9096,125,Cerah,212
April,9097,111,Cerah,116
November,9098,171,Cerah,99
Mei,9099,278,Hujan,103
Maret,9100,294,Mendung,132
Mei,9101,332,Cerah,182
Maret,9102,330,Cerah,197
April,9103,133,Mendung,183
April,9104,335,Mendung,214
Agustus,9105,341,Mendung,158
Februari,9106,248,Hujan,151
Februari,9107,223,Mendung,124
Oktober,9108,334,Cerah,139
April,9109,268,Cerah,102
Oktober,9110,108,Cerah,128
Juli,9111,250,Hujan,163
Oktober,9112,278,Hujan,120
November,9113,201,Cerah,168
November,9114,265,Cerah,90
Mei,9115,105,Hujan,85
September,9116,148,Hujan,104
Maret,9117,113,Cerah,101
Januari,9118,135,Cerah,96
Februari,9119,200,Mendung,130
Agustus,9120,124,Cerah,130
Januari,9121,141,Cerah,111
April,9122,234,Mendung,159
Juni,9123,137,Mendung,128
Mei,9124,135,Cerah,151
September,9125,248,Mendung,185
September,9126,159,Hujan,175
Januari,9127,124,Mendung,170
Agustus,9128,104,Cerah,89
Agustus,9129,204,Hujan,93
Oktober,9130,108,Hujan,95
Februari,9131,132,Mendung,135
April,9132,160,Hujan,92
Desember,9133,276,Cerah,70
Mei,9134,141,Hujan,196
Maret,9135,132,Cerah,148
Oktober,9136,237,Cerah,107
September,9137,301,Cerah,193
Januari,9138,135,Cerah,82
April,9139,250,Hujan,126
Januari,9140,232,Cerah,137
Januari,9141,260,Mendung,148
Agustus,9142,120,Hujan,207
Oktober,9143,105,Cerah,101
Desember,9144,311,Cerah,117
Oktober,9145,189,Hujan,87
Juni,9146,125,Cerah,120
April,9147,161,Mendung,111
April,9148,182,Hujan,100
September,9149,149,Mendung,194
Agustus,9150,324,Hujan,87
Januari,9151,192,Mendung,115
Januari,9152,302,Mendung,84
Januari,9153,175,Mendung,77
Juni,9154,263,Mendung,191
April,9155,199,Cerah,206
Juni,9156,230,Cerah,146
Juli,9157,308,Cerah,118
September,9158,155,Mendung,214
Januari,9159,236,Cerah,167
April,9160,344,Cerah,202
Maret,9161,327,Hujan,133
November,9162,219,Cerah,172
April,9163,160,Mendung,94
April,9164,165,Mendung,197
September,9165,227,Cerah,142
November,9166,150,Hujan,199
Februari,9167,137,Cerah,119
Oktober,9168,115,Mendung,83
November,9169,243,Cerah,97
Mei,9170,149,Hujan,133
Juli,9171,165,Hujan,121
Oktober,9172,227,Hujan,126
November,9173,216,Hujan,158
Februari,9174,290,Mendung,81
Januari,9175,257,Mendung,90
Februari,9176,109,Cerah,108
Maret,9177,148,Cerah,194
April,9178,201,Hujan,151
Mei,9179,182,Cerah,184
Desember,9180,173,Cerah,187
Agustus,9181,189,Cerah,93
Februari,9182,285,Hujan,135
Mei,9183,245,Hujan,176
Juni,9184,149,Cerah,96
November,9185,241,Hujan,121
Juli,9186,117,Mendung,114
Oktober,9187,209,Cerah,205
Juni,9188,293,Mendung,198
Maret,9189,117,Cerah,136
Oktober,9190,146,Mendung,120
Juni,9191,105,Cerah,70
Maret,9192,280,Mendung,150
Agustus,9193,172,Hujan,192
Juni,9194,342,Mendung,90
Mei,9195,304,Cerah,187
Februari,9196,133,Mendung,100
Maret,9197,134,Cerah,86
September,9198,184,Hujan,187
Agustus,9199,142,Mendung,150
Juli,9200,316,Hujan,195
November,9201,236,Cerah,75
Juli,9202,124,Cerah,213
Februari,9203,190,Cerah,124
Maret,9204,265,Cerah,148
Januari,9205,271,Hujan,89
Juni,9206,221,Cerah,99
November,9207,273,Hujan,166
September,9208,220,Cerah,217
November,9209,261,Hujan,138
Januari,9210,223,Cerah,213
September,9211,201,Hujan,76
Desember,9212,264,Cerah,138
Desember,9213,280,Mendung,121
November,9214,230,Hujan,137
Maret,9215,182,Cerah,128
September,9216,252,Hujan,139
Mei,9217,137,Cerah,139
Januari,9218,235,Mendung,148
Desember,9219,292,Cerah,189
Januari,9220,325,Mendung,190
April,9221,260,Mendung,106
Desember,9222,302,Hujan,150
April,9223,112,Mendung,171
Oktober,9224,126,Cerah,209
Februari,9225,262,Mendung,174
April,9226,250,Cerah,177
Oktober,9227,336,Mendung,169
November,9228,337,Hujan,163
September,9229,310,Cerah,70
Maret,9230,267,Mendung,96
September,9231,194,Mendung,175
Februari,9232,153,Mendung,173
Oktober,9233,304,Mendung,129
Agustus,9234,315,Cerah,171
April,9235,153,Cerah,96
Maret,9236,131,Mendung,121
Januari,9237,297,Cerah,140
Mei,9238,332,Hujan,191
November,9239,266,Cerah,132
April,9240,215,Cerah,87
Februari,9241,243,Hujan,187
April,9242,155,Cerah,71
November,9243,176,Mendung,191
November,9244,312,Cerah,216
Juli,9245,338,Mendung,205
April,9246,192,Hujan,126
Juli,9247,308,Cerah,195
Mei,9248,247,Hujan,172
Januari,9249,340,Hujan,142
Mei,9250,166,Hujan,212
Juni,9251,173,Cerah,82
Juni,9252,118,Cerah,118
Agustus,9253,153,Cerah,87
September,9254,268,Hujan,101
Februari,9255,271,Hujan,100
Juni,9256,196,Mendung,140
Maret,9257,165,Hujan,88
Desember,9258,221,Hujan,123
Juni,9259,335,Mendung,161
Agustus,9260,108,Cerah,167
Juli,9261,254,Mendung,75
Juli,9262,259,Mendung,107
Februari,9263,132,Mendung,190
Mei,9264,237,Hujan,208
November,9265,165,Hujan,189
Juli,9266,188,Mendung,197
Juli,9267,261,Cerah,109
Januari,9268,207,Mendung,197
Mei,9269,252,Mendung,129
Oktober,9270,323,Mendung,194
Oktober,9271,265,Cerah,173
Agustus,9272,297,Cerah,186
Agustus,9273,314,Mendung,211
April,9274,199,Cerah,89
Juni,9275,340,Mendung,178
Juni,9276,118,Hujan,86
Februari,9277,298,Cerah,154
Desember,9278,308,Mendung,187
Januari,9279,222,Cerah,180
April,9280,140,Cerah,112
Januari,9281,154,Mendung,205
Mei,9282,252,Cerah,193
Februari,9283,226,Hujan,144
Oktober,9284,285,Cerah,120
April,9285,286,Cerah,209
September,9286,162,Hujan,218
Maret,9287,152,Mendung,179
Januari,9288,116,Hujan,174
Januari,9289,111,Mendung,120
Februari,9290,321,Mendung,190
Januari,9291,202,Mendung,197
Februari,9292,297,Cerah,98
Oktober,9293,269,Cerah,110
Januari,9294,136,Cerah,148
Februari,9295,335,Hujan,217
Juli,9296,211,Cerah,175
September,9297,308,Hujan,156
Januari,9298,343,Cerah,142
Juli,9299,330,Mendung,199
Juni,9300,330,Mendung,84
Juni,9301,343,Hujan,136
Juli,9302,142,Cerah,172
Februari,9303,217,Hujan,213
Mei,9304,172,Cerah,113
September,9305,119,Cerah,157
Maret,9306,264,Cerah,205
September,9307,321,Hujan,139
Oktober,9308,270,Hujan,151
Maret,9309,136,Mendung,216
September,9310,157,Mendung,150
Agustus,9311,133,Cerah,94
Mei,9312,192,Cerah,80
Oktober,9313,224,Mendung,147
September,9314,279,Cerah,207
Oktober,9315,126,Mendung,199
September,9316,315,Cerah,186
Desember,9317,259,Mendung,219
Juni,9318,157,Hujan,133
September,9319,328,Hujan,172
Juni,9320,176,Cerah,155
Mei,9321,166,Mendung,133
Januari,9322,185,Hujan,85
Januari,9323,330,Hujan,171
September,9324,293,Mendung,82
Januari,9325,266,Mendung,120
November,9326,153,Hujan,190
Desember,9327,286,Cerah,211
November,9328,289,Mendung,214
Maret,9329,320,Mendung,146
Maret,9330,130,Cerah,185
Juni,9331,269,Cerah,109
Mei,9332,169,Hujan,180
Desember,9333,162,Mendung,90
Juni,9334,343,Hujan,174
Juni,9335,142,Hujan,206
Agustus,9336,163,Hujan,80
Mei,9337,119,Cerah,175
Juli,9338,137,Hujan,210
Mei,9339,238,Cerah,156
September,9340,342,Hujan,217
Mei,9341,144,Cerah,77
Mei,9342,308,Mendung,147
Desember,9343,251,Hujan,179
Februari,9344,238,Hujan,135
September,9345,164,Cerah,196
November,9346,217,Cerah,157
Maret,9347,221,Hujan,185
Oktober,9348,126,Mendung,194
Mei,9349,225,Cerah,154
November,9350,164,Mendung,136
Mei,9351,131,Cerah,126
Juni,9352,224,Mendung,82
Januari,9353,241,Cerah,189
Januari,9354,143,Hujan,70
Desember,9355,219,Cerah,79
Maret,9356,292,Mendung,168
Oktober,9357,337,Mendung,99
Februari,9358,256,Cerah,140
November,9359,227,Mendung,185
Februari,9360,338,Mendung,142
Desember,9361,101,Hujan,180
Maret,9362,300,Mendung,188
Agustus,9363,155,Hujan,122
Juni,9364,184,Cerah,105
Maret,9365,178,Hujan,197
Maret,9366,180,Mendung,117
Juli,9367,246,Mendung,118
Mei,9368,131,Hujan,129
Oktober,9369,302,Mendung,129
Desember,9370,168,Cerah,124
Februari,9371,151,Hujan,204
Juli,9372,110,Cerah,89
Januari,9373,140,Cerah,110
September,9374,167,Mendung,103
Agustus,9375,262,Mendung,141
November,9376,310,Mendung,133
September,9377,174,Cerah,162
Juli,9378,257,Mendung,97
Januari,9379,195,Mendung,166
November,9380,106,Cerah,94
Juli,9381,108,Cerah,132
Juni,9382,346,Hujan,145
Desember,9383,104,Hujan,91
Oktober,9384,231,Mendung,215
April,9385,229,Mendung,72
Juni,9386,302,Cerah,78
Oktober,9387,154,Hujan,132
Mei,9388,291,Mendung,145
September,9389,306,Cerah,78
Agustus,9390,344,Hujan,210
Januari,9391,129,Hujan,159
Januari,9392,285,Mendung,138
Agustus,9393,298,Mendung,151
Maret,9394,222,Hujan,178
Mei,9395,186,Cerah,159
Februari,9396,237,Mendung,124
Desember,9397,146,Mendung,209
Februari,9398,300,Mendung,142
Oktober,9399,201,Mendung,113
Agustus,9400,115,Hujan,215
Agustus,9401,308,Hujan,119
April,9402,273,Hujan,154
April,9403,201,Mendung,100
November,9404,197,Cerah,109
Agustus,9405,147,Cerah,72
Desember,9406,230,Cerah,195
Desember,9407,246,Mendung,197
April,9408,290,Cerah,121
Maret,9409,218,Cerah,149
Juni,9410,153,Mendung,101
September,9411,252,Hujan,125
Maret,9412,197,Mendung,107
Maret,9413,340,Mendung,215
September,9414,118,Mendung,107
Maret,9415,115,Mendung,165
Juni,9416,330,Cerah,104
Februari,9417,315,Cerah,205
September,9418,298,Mendung,212
Februari,9419,129,Cerah,91
Juli,9420,145,Mendung,106
Maret,9421,137,Cerah,167
Maret,9422,337,Hujan,217
Oktober,9423,206,Hujan,138
Mei,9424,324,Cerah,85
Januari,9425,258,Mendung,169
Oktober,9426,135,Cerah,166
Mei,9427,253,Mendung,160
Desember,9428,276,Hujan,218
Januari,9429,250,Cerah,85
Maret,9430,319,Cerah,196
Oktober,9431,122,Hujan,89
April,9432,213,Hujan,165
Agustus,9433,257,Hujan,118
Oktober,9434,349,Hujan,128
Juni,9435,121,Hujan,85
November,9436,281,Mendung,80
April,9437,271,Mendung,117
Mei,9438,112,Hujan,143
Juni,9439,240,Hujan,216
Juni,9440,189,Mendung,213
Oktober,9441,137,Hujan,158
Juli,9442,110,Mendung,133
Desember,9443,242,Cerah,206
Januari,9444,198,Cerah,171
November,9445,204,Cerah,153
April,9446,296,Cerah,197
Desember,9447,108,Mendung,123
April,9448,284,Cerah,145
Oktober,9449,298,Cerah,133
Maret,9450,140,Mendung,170
April,9451,204,Mendung,179
Mei,9452,143,Mendung,217
April,9453,249,Cerah,150
November,9454,253,Mendung,180
Februari,9455,244,Cerah,211
Juni,9456,232,Hujan,146
April,9457,156,Mendung,132
Juli,9458,233,Cerah,115
Januari,9459,121,Hujan,147
April,9460,123,Cerah,89
